Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
則本　昂大,1,0,0,0,0,0,0,.000,20,4,,6,0,2,0,0,3,1,0,3,3,6.75,Rakuten Eagles,
松井　裕樹,2,0,0,0,0,0,0,.000,7,2,,2,1,0,0,0,2,0,0,1,1,4.50,Rakuten Eagles,
小島　和哉,1,0,0,0,0,0,0,.000,31,6,.1,10,1,2,0,0,6,0,0,4,4,5.68,Lotte Marines,
唐川　侑己,1,0,0,0,0,0,0,.000,2,0,.1,1,0,0,0,0,0,0,0,0,0,0.00,Lotte Marines,
国吉　佑樹,2,0,0,0,0,0,0,.000,7,1,.1,0,0,3,0,0,1,0,0,3,3,20.25,Lotte Marines,
佐々木　千隼,2,0,0,0,0,0,0,.000,8,2,,0,0,2,0,0,0,0,0,0,0,0.00,Lotte Marines,
佐々木　朗希,1,0,0,0,0,0,0,.000,25,6,,4,0,2,0,0,10,0,0,1,0,0.00,Lotte Marines,
益田　直也,2,1,0,0,0,0,0,1.000,7,2,,1,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
大江　竜聖,1,0,0,0,0,0,0,.000,1,0,.1,0,0,0,0,0,0,0,0,0,0,0.00,Yomiuri Giants,
鍵谷　陽平,1,0,0,0,0,0,0,.000,1,0,.1,0,0,0,0,0,0,0,0,0,0,0.00,Yomiuri Giants,
菅野　智之,1,0,1,0,0,0,0,.000,28,5,.2,5,0,5,1,0,6,0,0,5,1,1.59,Yomiuri Giants,
高木　京介,1,0,0,0,0,0,0,.000,4,1,,0,0,1,0,0,0,0,0,0,0,0.00,Yomiuri Giants,
高梨　雄平,1,0,0,0,0,0,0,.000,1,+,,0,0,1,0,0,0,0,0,0,0,0.00,Yomiuri Giants,
デラロサ,1,0,0,0,0,0,0,.000,5,0,.2,1,0,2,0,0,1,0,0,2,2,27.00,Yomiuri Giants,
戸郷　翔征,1,0,0,0,0,0,0,.000,7,2,,2,0,0,0,0,2,0,0,0,0,0.00,Yomiuri Giants,
中川　皓太,1,0,0,0,0,0,0,.000,4,1,.1,1,0,0,0,0,1,0,0,0,0,0.00,Yomiuri Giants,
畠　世周,2,0,0,0,0,0,0,.000,13,2,.2,2,0,1,0,0,3,0,0,1,1,3.38,Yomiuri Giants,
メルセデス,1,0,0,0,0,0,0,.000,23,6,,1,0,3,0,1,4,0,0,0,0,0.00,Yomiuri Giants,
山口　俊,1,0,1,0,0,0,0,.000,18,4,,3,1,4,1,0,4,1,0,3,3,6.75,Yomiuri Giants,
石山　泰稚,1,0,0,0,0,0,0,.000,3,1,,0,0,0,0,0,2,0,0,0,0,0.00,Yakult Swallows,
奥川　恭伸,1,1,0,0,1,1,1,1.000,32,9,,6,0,0,0,0,9,0,0,0,0,0.00,Yakult Swallows,
金久保　優斗,1,0,0,0,0,0,0,.000,17,3,.2,4,0,2,0,0,4,0,0,1,1,2.45,Yakult Swallows,
清水　昇,2,0,0,0,0,0,0,.000,9,2,,2,0,1,0,0,0,1,0,1,1,4.50,Yakult Swallows,
スアレス,2,0,0,0,0,0,0,.000,7,2,,0,0,1,0,0,3,0,0,0,0,0.00,Yakult Swallows,
高橋　奎二,1,1,0,0,0,0,0,1.000,23,6,,2,0,3,0,0,8,0,0,0,0,0.00,Yakult Swallows,
原　樹理,1,0,0,0,0,0,0,.000,6,1,.1,1,0,0,0,1,1,0,0,0,0,0.00,Yakult Swallows,
マクガフ,2,0,0,0,0,0,0,.000,6,2,,0,0,0,0,0,3,0,0,0,0,0.00,Yakult Swallows,
東妻　勇輔,2,0,0,0,0,0,0,.000,4,1,,1,1,0,0,0,1,0,0,1,1,9.00,Lotte Marines,
石川　歩,1,0,1,0,0,0,0,.000,29,7,,5,0,3,0,0,2,0,0,1,1,1.29,Lotte Marines,
岩下　大輝,1,0,0,0,0,0,0,.000,22,6,,3,1,1,1,0,9,0,0,2,2,3.00,Lotte Marines,
小野　郁,1,0,0,0,0,0,0,.000,5,1,,1,0,1,1,0,0,0,0,0,0,0.00,Lotte Marines,
唐川　侑己,1,0,0,0,0,0,0,.000,4,1,,0,0,1,0,0,0,0,0,0,0,0.00,Lotte Marines,
国吉　佑樹,1,0,0,0,0,0,0,.000,4,1,,1,0,0,0,0,1,1,0,0,0,0.00,Lotte Marines,
佐々木　千隼,1,0,0,0,0,0,0,.000,5,1,,1,0,1,1,0,1,0,0,0,0,0.00,Lotte Marines,
鈴木　昭汰,1,0,0,0,0,0,0,.000,1,0,.1,0,0,0,0,0,0,0,0,0,0,0.00,Lotte Marines,
益田　直也,1,0,0,0,0,0,0,.000,3,+,,3,0,0,0,0,0,0,0,1,1,----,Lotte Marines,
美馬　学,1,0,1,0,0,0,0,.000,21,5,.2,4,0,1,0,0,3,0,0,1,1,1.59,Lotte Marines,
海田　智行,1,0,0,0,0,0,0,.000,1,+,,1,0,0,0,0,0,0,0,1,1,----,ORIX Buffaloes,
田嶋　大樹,1,1,0,0,0,0,0,1.000,20,6,,3,0,1,0,0,5,0,0,0,0,0.00,ORIX Buffaloes,
富山　凌雅,1,0,0,0,0,0,0,.000,4,1,.1,0,0,0,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
バルガス,1,0,0,0,0,0,0,.000,6,2,,0,0,0,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
ヒギンス,2,0,0,0,0,0,0,.000,9,2,,2,1,1,0,0,3,0,0,1,1,4.50,ORIX Buffaloes,
平野　佳寿,1,0,0,1,0,0,0,.000,3,1,,0,0,0,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
増井　浩俊,1,0,0,0,0,0,0,.000,4,1,,0,0,1,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
山﨑　颯一郎,1,0,0,0,0,0,0,.000,13,2,.2,4,0,1,0,0,1,0,0,1,1,3.38,ORIX Buffaloes,
山本　由伸,1,1,0,0,1,1,1,1.000,30,9,,4,0,0,0,0,10,0,0,0,0,0.00,ORIX Buffaloes,
吉田　凌,2,0,0,0,0,0,0,.000,8,2,,2,0,0,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
石川　雅規,1,1,0,0,0,0,0,1.000,21,6,,3,0,1,0,0,5,0,0,1,0,0.00,Yakult Swallows,
石山　泰稚,3,1,0,0,0,0,0,1.000,12,2,.2,4,0,0,0,0,3,0,0,2,2,6.75,Yakult Swallows,
大西　広樹,1,0,0,0,0,0,0,.000,5,1,,2,0,0,0,0,1,0,0,1,1,9.00,Yakult Swallows,
小川　泰弘,1,0,0,0,0,0,0,.000,25,6,,5,1,1,0,0,7,0,0,3,2,3.00,Yakult Swallows,
奥川　恭伸,1,0,0,0,0,0,0,.000,29,7,,6,1,2,0,0,3,0,0,1,1,1.29,Yakult Swallows,
今野　龍太,1,0,0,0,0,0,0,.000,3,0,.2,1,0,0,0,0,0,0,0,0,0,0.00,Yakult Swallows,
清水　昇,3,0,0,0,0,0,0,.000,18,4,,4,0,3,1,0,6,0,0,0,0,0.00,Yakult Swallows,
スアレス,2,0,0,0,0,0,0,.000,11,2,.2,1,0,2,0,0,2,0,0,1,1,3.38,Yakult Swallows,
高梨　裕稔,1,0,0,0,0,0,0,.000,19,4,.2,4,0,1,0,1,7,0,0,1,1,1.93,Yakult Swallows,
高橋　奎二,1,1,0,0,1,1,0,1.000,32,9,,5,0,2,0,0,5,0,0,0,0,0.00,Yakult Swallows,
田口　麗斗,3,0,0,0,0,0,0,.000,6,1,.1,2,0,1,1,0,2,0,0,0,0,0.00,Yakult Swallows,
原　樹理,1,0,0,0,0,0,0,.000,22,5,.2,6,0,0,0,0,1,0,0,2,1,1.59,Yakult Swallows,
マクガフ,5,1,2,2,0,0,0,.333,26,5,.1,6,1,2,1,1,5,0,0,4,4,6.75,Yakult Swallows,
Ｋ－鈴木,1,0,0,0,0,0,0,.000,3,1,,0,0,0,0,0,3,0,0,0,0,0.00,ORIX Buffaloes,
田嶋　大樹,1,0,0,0,0,0,0,.000,20,4,.1,2,0,3,1,1,3,0,0,1,1,2.08,ORIX Buffaloes,
富山　凌雅,3,0,0,0,0,0,0,.000,8,2,.2,1,0,0,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
能見　篤史,1,0,0,0,0,0,0,.000,1,0,.1,0,0,0,0,0,0,0,0,0,0,0.00,ORIX Buffaloes,
バルガス,2,0,0,0,0,0,0,.000,12,2,.1,2,0,3,0,0,2,0,0,3,1,3.86,ORIX Buffaloes,
ヒギンス,3,0,0,0,0,0,0,.000,14,2,.1,4,2,3,0,0,3,0,0,5,5,19.29,ORIX Buffaloes,
比嘉　幹貴,4,1,0,0,0,0,0,1.000,9,2,.1,2,0,0,0,0,3,0,0,0,0,0.00,ORIX Buffaloes,
平野　佳寿,2,0,0,1,0,0,0,.000,8,2,,1,0,1,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
増井　浩俊,1,0,1,0,0,0,0,.000,4,0,.2,1,0,2,0,0,0,0,0,1,1,13.50,ORIX Buffaloes,
宮城　大弥,1,0,1,0,0,0,0,.000,29,7,.2,5,0,1,0,0,7,0,0,1,1,1.17,ORIX Buffaloes,
山岡　泰輔,1,1,0,0,0,0,0,1.000,3,0,.2,0,0,1,0,0,0,0,0,0,0,0.00,ORIX Buffaloes,
山﨑　福也,1,0,0,0,0,0,0,.000,23,5,.2,5,1,2,0,0,5,0,0,2,2,3.18,ORIX Buffaloes,
山﨑　颯一郎,1,0,0,0,0,0,0,.000,20,5,,4,1,2,0,0,5,0,0,1,1,1.80,ORIX Buffaloes,
山本　由伸,2,0,0,0,0,0,0,.000,60,15,,11,0,3,0,1,20,0,0,2,2,1.20,ORIX Buffaloes,
吉田　凌,5,0,2,0,0,0,0,.000,14,3,,5,1,0,0,0,4,0,0,3,2,6.00,ORIX Buffaloes,
