Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
石川　柊太,1,1,0,0,0,0,0,1.000,22,5,.1,4,1,1,0,1,7,0,0,2,2,3.38,SoftBank Hawks,
岩嵜　翔,2,0,0,0,0,0,0,.000,6,2,,0,0,0,0,0,2,0,0,0,0,0.00,SoftBank Hawks,
嘉弥真　新也,2,0,0,0,0,0,0,.000,2,0,.2,0,0,0,0,0,1,0,0,0,0,0.00,SoftBank Hawks,
椎野　新,1,0,0,0,0,0,0,.000,3,1,,1,0,0,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
杉山　一樹,1,0,0,0,0,0,0,.000,4,1,,0,0,1,0,0,1,0,0,0,0,0.00,SoftBank Hawks,
千賀　滉大,1,1,0,0,0,0,0,1.000,26,7,,3,0,3,0,0,6,0,0,0,0,0.00,SoftBank Hawks,
高橋　礼,2,0,0,0,0,0,0,.000,5,1,.1,0,0,1,0,0,3,0,0,0,0,0.00,SoftBank Hawks,
松本　裕樹,1,1,0,0,0,0,0,1.000,10,2,.2,2,0,0,0,0,4,1,0,0,0,0.00,SoftBank Hawks,
ムーア,1,1,0,0,0,0,0,1.000,24,7,,0,0,2,0,0,5,0,0,0,0,0.00,SoftBank Hawks,
モイネロ,3,0,0,0,0,0,0,.000,12,3,,0,0,2,0,1,8,0,0,0,0,0.00,SoftBank Hawks,
森　唯斗,3,0,0,1,0,0,0,.000,15,3,,3,0,2,0,1,2,0,0,1,1,3.00,SoftBank Hawks,
和田　毅,1,0,0,0,0,0,0,.000,10,2,,3,0,1,0,0,2,0,0,1,1,4.50,SoftBank Hawks,
