Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Team,League
柳田　悠岐,6.0,24.0,21.0,7.0,9.0,1.0,0.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.429,0.500,0.762,1.262,263,0.333,0.467,33.3%,16.7%,8.3%,0.50,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
栗原　陵矢,6.0,24.0,19.0,3.0,7.0,2.0,0.0,1.0,12.0,4.0,0.0,0.0,2.0,0.0,6.0,2.0,1.0,1.0,1.0,0.368,0.417,0.632,1.048,202,0.263,0.500,37.5%,25.0%,8.3%,0.33,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
清田　育宏,2.0,9.0,8.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.375,0.444,0.375,0.819,144,0.000,0.600,44.4%,33.3%,11.1%,0.33,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
牧原　大成,6.0,18.0,17.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.235,0.278,0.353,0.631,83,0.118,0.286,22.2%,16.7%,5.6%,0.33,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
田中　俊太,4.0,8.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.286,0.375,0.286,0.661,94,0.000,0.400,37.5%,25.0%,12.5%,0.50,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
田村　龍弘,2.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.143,0.143,0.286,0.429,21,0.143,0.250,42.9%,42.9%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
甲斐　拓也,6.0,22.0,19.0,3.0,5.0,0.0,0.0,2.0,11.0,4.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.263,0.318,0.579,0.897,156,0.316,0.231,36.4%,18.2%,9.1%,0.50,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
真砂　勇介,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,1.000,1.000,2.000,489,0.000,1.000,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
石川　慎吾,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,-98,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
福田　秀平,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,-102,0.000,0.000,50.0%,50.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
若林　晃弘,3.0,6.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.400,0.500,0.600,1.100,215,0.200,0.667,50.0%,33.3%,16.7%,0.50,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
荻野　貴司,2.0,9.0,8.0,1.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.625,0.556,0.625,1.181,248,0.000,0.833,22.2%,22.2%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
菅野　剛士,2.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.167,0.375,0.167,0.542,66,0.000,0.250,50.0%,25.0%,25.0%,1.00,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
藤原　恭大,2.0,9.0,8.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.375,0.444,0.375,0.819,144,0.000,0.500,33.3%,22.2%,11.1%,0.50,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
藤岡　裕大,2.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200,0.167,0.200,0.367,7,0.000,0.200,0.0%,0.0%,0.0%,,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
角中　勝也,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000,0.500,0.000,0.500,63,0.000,0.000,50.0%,0.0%,50.0%,1.00,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
重信　慎之介,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,-98,0.000,,100.0%,100.0%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
長谷川　勇也,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,-101,0.000,0.000,33.3%,33.3%,0.0%,0.00,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
