Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
岩下　大輝,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.36,1.47,0.00,999,33,46,-1.36,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
岩嵜　翔,3.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.36,1.47,0.33,999,33,46,-1.36,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
戸郷　翔征,3.0,0.0,0.0,0.0,0.0,0.0,21.0,5.2,2.0,1.0,8.0,3.0,0.0,0.0,0.0,2.0,2.0,3.18,4.42,2.42,0.88,120,103,75,-1.24,4.8%,38.1%,14.3%,23.8%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
杉山　一樹,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,4.36,4.80,1.00,999,105,150,-4.36,0.0%,25.0%,25.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
東條　大樹,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,4.80,,nan,nan,150,,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
東浜　巨,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,7.0,0.0,4.0,3.0,0.0,1.0,0.0,3.0,3.0,6.75,4.36,4.35,2.50,55,105,136,2.39,0.0%,18.2%,13.6%,4.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
松本　裕樹,2.0,1.0,0.0,0.0,0.0,0.0,15.0,3.2,3.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00,1.45,2.13,1.09,999,35,66,-1.45,0.0%,33.3%,6.7%,26.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
森　唯斗,5.0,0.0,0.0,3.0,0.0,0.0,24.0,5.0,5.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,1.0,1.80,3.36,3.55,1.60,206,81,111,-1.56,0.0%,25.0%,12.5%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
椎野　新,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,3.36,4.80,1.00,999,81,150,-3.36,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
澤村　拓一,2.0,0.0,1.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.50,6.36,6.80,2.00,81,154,212,-1.86,0.0%,0.0%,20.0%,-20.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
田口　麗斗,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.50,3.86,4.80,1.00,85,90,150,0.64,0.0%,12.5%,12.5%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
畠　世周,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1.2,4.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,21.60,15.36,1.47,2.40,18,358,46,6.24,22.2%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
石川　柊太,1.0,1.0,0.0,0.0,0.0,0.0,22.0,5.1,4.0,1.0,7.0,1.0,0.0,1.0,0.0,2.0,2.0,3.38,4.30,2.07,0.94,110,103,64,-0.92,4.5%,31.8%,4.5%,27.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
美馬　学,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.1,7.0,1.0,5.0,1.0,0.0,0.0,0.0,3.0,2.0,3.38,4.49,3.06,1.50,109,109,95,-1.11,4.3%,21.7%,4.3%,17.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
菅野　智之,1.0,0.0,1.0,0.0,0.0,0.0,24.0,6.0,6.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,6.00,4.70,3.13,1.00,64,109,98,1.30,4.2%,16.7%,0.0%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
鍵谷　陽平,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,108.00,51.36,6.80,12.00,4,1196,212,56.64,20.0%,0.0%,20.0%,-20.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
高梨　雄平,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.75,4.11,3.13,0.75,57,96,98,2.64,0.0%,16.7%,0.0%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
高橋　礼,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.2,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,1.56,1.47,0.60,999,37,46,-1.56,0.0%,50.0%,16.7%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
髙橋　優貴,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,9.00,9.36,8.13,3.00,42,218,253,-0.36,0.0%,0.0%,33.3%,-33.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
