Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
バーヘイゲン,1,0,0,0,0,0,0,.000,7,2,,1,0,0,0,0,2,0,0,0,0,0.00,Nipponham Fighters,
福島　蓮,1,0,0,0,0,0,0,.000,10,2,.1,1,1,2,0,0,2,0,0,1,1,3.86,Nipponham Fighters,
宮西　尚生,2,0,0,0,0,0,0,.000,5,1,.1,1,1,0,0,0,1,0,0,1,1,6.75,Nipponham Fighters,
柳川　大晟,2,0,0,0,0,0,0,.000,8,1,.1,2,0,2,0,0,1,0,0,1,1,6.75,Nipponham Fighters,
山﨑　福也,1,0,1,0,0,0,0,.000,18,3,.2,5,0,1,0,0,1,0,0,3,2,4.91,Nipponham Fighters,
伊勢　大夢,4,1,0,1,0,0,0,1.000,19,5,,3,0,1,1,0,5,0,0,0,0,0.00,DeNA BayStars,
ウェンデルケン,3,0,0,0,0,0,0,.000,9,2,.2,1,0,1,0,0,1,0,0,0,0,0.00,DeNA BayStars,
大貫　晋一,1,1,0,0,0,0,0,1.000,26,6,.2,5,0,1,0,0,7,0,0,1,1,1.35,DeNA BayStars,
ケイ,2,1,0,0,0,0,0,1.000,40,9,.1,3,0,8,1,0,9,0,0,2,1,0.96,DeNA BayStars,
坂本　裕哉,4,0,0,0,0,0,0,.000,6,2,,0,0,0,0,0,2,0,0,0,0,0.00,DeNA BayStars,
佐々木　千隼,1,1,0,0,0,0,0,1.000,4,1,,0,0,1,0,0,0,0,0,0,0,0.00,DeNA BayStars,
ジャクソン,1,0,1,0,0,0,0,.000,26,6,.1,6,0,1,0,0,3,0,0,4,3,4.26,DeNA BayStars,
中川　颯,3,0,0,0,0,0,0,.000,13,3,.1,2,0,0,0,0,3,0,0,0,0,0.00,DeNA BayStars,
濵口　遥大,1,0,0,0,0,0,0,.000,15,4,,1,0,2,0,0,5,0,0,0,0,0.00,DeNA BayStars,
堀岡　隼人,2,0,0,0,0,0,0,.000,7,2,,1,0,1,0,0,1,0,0,0,0,0.00,DeNA BayStars,
森原　康平,3,0,0,3,0,0,0,.000,9,3,,0,0,0,0,0,4,0,0,0,0,0.00,DeNA BayStars,
山﨑　康晃,3,0,1,0,0,0,0,.000,16,3,.2,4,1,1,1,0,6,0,0,1,1,2.45,DeNA BayStars,
吉野　光樹,1,0,0,0,0,0,0,.000,14,3,,4,1,3,2,0,3,0,0,1,1,3.00,DeNA BayStars,
東　克樹,1,1,0,0,0,0,0,1.000,30,7,,10,0,0,0,0,4,0,0,1,1,1.29,DeNA BayStars,
伊勢　大夢,4,0,0,0,0,0,0,.000,14,4,,1,0,1,0,0,3,0,0,0,0,0.00,DeNA BayStars,
ウェンデルケン,1,0,0,0,0,0,0,.000,3,1,,0,0,0,0,0,2,0,0,0,0,0.00,DeNA BayStars,
大貫　晋一,2,0,1,0,0,0,0,.000,31,6,.1,12,2,2,0,0,7,0,0,7,6,8.53,DeNA BayStars,
ケイ,1,1,0,0,0,0,0,1.000,26,7,,4,0,1,0,0,7,0,0,0,0,0.00,DeNA BayStars,
坂本　裕哉,4,1,0,0,0,0,0,1.000,19,5,.1,3,0,1,1,0,4,0,0,0,0,0.00,DeNA BayStars,
佐々木　千隼,2,0,0,0,0,0,0,.000,5,1,.2,1,0,0,0,0,0,0,0,0,0,0.00,DeNA BayStars,
ジャクソン,2,1,1,0,0,0,0,.500,48,11,.2,6,0,7,1,1,17,1,0,2,2,1.54,DeNA BayStars,
中川　颯,3,0,0,0,0,0,0,.000,9,3,,0,0,0,0,0,4,0,0,0,0,0.00,DeNA BayStars,
濵口　遥大,2,0,0,0,0,0,0,.000,11,3,,2,0,0,0,0,2,0,0,1,1,3.00,DeNA BayStars,
堀岡　隼人,1,0,0,0,0,0,0,.000,7,1,,4,0,0,0,0,1,0,0,3,2,18.00,DeNA BayStars,
森原　康平,2,0,0,1,0,0,0,.000,7,2,,0,0,1,0,0,1,0,0,0,0,0.00,DeNA BayStars,
山﨑　康晃,1,0,0,0,0,0,0,.000,5,1,,0,0,2,1,0,1,0,0,0,0,0.00,DeNA BayStars,
有原　航平,2,1,1,0,0,0,0,.500,44,10,,10,1,4,0,1,8,0,0,4,4,3.60,SoftBank Hawks,
石川　柊太,1,0,1,0,0,0,0,.000,21,5,.2,4,1,0,0,0,4,0,0,1,1,1.59,SoftBank Hawks,
岩井　俊介,3,0,0,0,0,0,0,.000,12,2,,4,0,2,0,1,1,0,0,2,2,9.00,SoftBank Hawks,
オスナ,2,0,0,1,0,0,0,.000,11,2,,4,0,0,0,0,0,0,0,3,2,9.00,SoftBank Hawks,
大関　友久,1,0,1,0,0,0,0,.000,16,2,.2,4,0,3,0,1,2,0,0,1,1,3.38,SoftBank Hawks,
大津　亮介,1,0,1,0,0,0,0,.000,5,0,.1,2,1,2,0,0,0,0,0,2,2,54.00,SoftBank Hawks,
尾形　崇斗,4,0,0,0,0,0,0,.000,17,3,,7,1,1,0,0,5,0,0,4,4,12.00,SoftBank Hawks,
木村　光,2,0,0,0,0,0,0,.000,6,1,.1,2,0,0,0,0,1,0,0,0,0,0.00,SoftBank Hawks,
スチュワート・ジュニア,2,0,0,0,0,0,0,.000,24,4,.1,6,0,5,0,0,4,0,0,6,6,12.46,SoftBank Hawks,
杉山　一樹,3,0,0,0,0,0,0,.000,16,4,,3,0,1,0,0,1,0,0,1,1,2.25,SoftBank Hawks,
津森　宥紀,2,0,0,0,0,0,0,.000,12,2,.2,1,0,2,0,1,3,0,0,3,3,10.13,SoftBank Hawks,
長谷川　威展,1,0,0,0,0,0,0,.000,4,1,,0,0,1,0,0,0,0,0,0,0,0.00,SoftBank Hawks,
ヘルナンデス,3,0,0,0,0,0,0,.000,10,3,,1,0,0,0,0,5,0,0,0,0,0.00,SoftBank Hawks,
前田　純,2,0,0,0,0,0,0,.000,13,3,,3,1,0,0,1,4,0,0,3,3,9.00,SoftBank Hawks,
松本　晴,2,0,0,0,0,0,0,.000,6,1,.1,2,0,0,0,0,1,0,0,0,0,0.00,SoftBank Hawks,
モイネロ,1,1,0,0,0,0,0,1.000,29,6,.2,8,0,1,0,1,6,0,0,3,3,4.05,SoftBank Hawks,
