Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
黒木　優太,1,0,0,0,0,0,0,.000,4,1,,1,0,0,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
田嶋　大樹,1,0,1,0,0,0,0,.000,27,6,.1,7,1,1,0,0,2,0,0,3,1,1.42,ORIX Buffaloes,
平野　佳寿,1,0,0,0,0,0,0,.000,3,1,,1,0,0,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
本田　仁海,1,0,0,0,0,0,0,.000,5,1,.2,0,0,1,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
宮城　大弥,1,1,0,0,0,0,0,1.000,21,5,,5,0,1,0,0,7,0,0,2,2,3.60,ORIX Buffaloes,
山岡　泰輔,1,0,0,0,0,0,0,.000,14,4,,2,0,0,0,0,4,0,0,0,0,0.00,ORIX Buffaloes,
山﨑　颯一郎,2,0,0,0,0,0,0,.000,11,3,,1,1,1,0,0,3,0,0,2,2,6.00,ORIX Buffaloes,
山本　由伸,1,1,0,0,0,0,0,1.000,29,8,,5,0,0,0,0,10,0,0,0,0,0.00,ORIX Buffaloes,
ワゲスパック,1,0,0,0,0,0,0,.000,5,1,,1,0,1,0,0,2,0,0,0,0,0.00,ORIX Buffaloes,
石川　雅規,1,0,1,0,0,0,0,.000,22,5,,2,0,4,0,1,4,0,0,1,1,1.80,Yakult Swallows,
石山　泰稚,5,0,0,0,0,0,0,.000,20,5,,5,0,0,0,0,8,0,0,0,0,0.00,Yakult Swallows,
大西　広樹,2,0,0,0,0,0,0,.000,12,2,.1,3,0,2,1,0,2,0,0,1,1,3.86,Yakult Swallows,
小川　泰弘,2,1,1,0,0,0,0,.500,49,11,,10,0,5,1,2,7,0,0,3,3,2.45,Yakult Swallows,
木澤　尚文,4,0,0,0,0,0,0,.000,18,4,.1,3,0,2,0,0,2,1,0,0,0,0.00,Yakult Swallows,
久保　拓眞,2,0,0,0,0,0,0,.000,3,0,.2,1,0,0,0,0,0,0,0,0,0,0.00,Yakult Swallows,
小澤　怜史,1,0,0,0,0,0,0,.000,5,0,.2,3,0,0,0,0,0,0,0,1,1,13.50,Yakult Swallows,
今野　龍太,2,0,0,0,0,0,0,.000,12,3,,0,0,3,0,0,1,0,0,0,0,0.00,Yakult Swallows,
サイスニード,2,0,1,0,0,0,0,.000,41,8,.2,12,1,2,1,2,9,0,0,7,3,3.12,Yakult Swallows,
清水　昇,5,0,0,0,0,0,0,.000,22,6,,3,0,1,0,0,2,0,0,1,1,1.50,Yakult Swallows,
高橋　奎二,1,1,0,0,0,0,0,1.000,23,6,,3,0,2,0,0,7,0,0,0,0,0.00,Yakult Swallows,
田口　麗斗,3,0,0,0,0,0,0,.000,13,3,.2,2,0,0,0,0,4,0,0,0,0,0.00,Yakult Swallows,
マクガフ,4,0,1,1,0,0,0,.000,20,3,.1,6,1,3,0,0,3,0,0,5,2,5.40,Yakult Swallows,
山下　輝,1,0,0,0,0,0,0,.000,24,5,,7,1,1,0,1,2,0,0,3,3,5.40,Yakult Swallows,
阿部　翔太,3,0,0,0,0,0,0,.000,17,3,.1,5,1,2,0,0,4,0,0,3,3,8.10,ORIX Buffaloes,
宇田川　優希,4,1,0,0,0,0,0,1.000,24,5,.2,2,0,5,0,0,10,1,0,0,0,0.00,ORIX Buffaloes,
近藤　大亮,3,0,0,0,0,0,0,.000,13,2,.2,5,0,0,0,0,5,0,0,2,2,6.75,ORIX Buffaloes,
竹安　大知,1,0,0,0,0,0,0,.000,7,1,,1,0,2,0,1,1,0,0,1,1,9.00,ORIX Buffaloes,
田嶋　大樹,1,0,0,0,0,0,0,.000,22,4,.1,7,1,3,0,0,5,0,0,2,2,4.15,ORIX Buffaloes,
比嘉　幹貴,5,0,0,0,0,0,0,.000,13,4,,1,0,1,0,0,6,0,0,0,0,0.00,ORIX Buffaloes,
平野　佳寿,3,0,0,0,0,0,0,.000,12,3,,3,1,0,0,0,3,0,0,1,1,3.00,ORIX Buffaloes,
本田　仁海,3,0,0,0,0,0,0,.000,16,3,,5,0,2,0,1,2,0,0,3,2,6.00,ORIX Buffaloes,
宮城　大弥,2,1,1,0,0,0,0,.500,41,10,.1,9,1,1,0,0,10,0,0,3,3,2.61,ORIX Buffaloes,
山岡　泰輔,1,0,0,0,0,0,0,.000,19,4,.1,5,0,2,0,0,1,0,0,0,0,0.00,ORIX Buffaloes,
山﨑　福也,2,1,0,0,0,0,0,1.000,36,9,,5,0,5,1,0,8,0,0,0,0,0.00,ORIX Buffaloes,
山﨑　颯一郎,4,0,0,0,0,0,0,.000,21,5,.1,5,1,1,0,0,5,0,0,4,4,6.75,ORIX Buffaloes,
山本　由伸,1,0,1,0,0,0,0,.000,17,4,,4,2,1,0,0,4,0,0,4,4,9.00,ORIX Buffaloes,
ワゲスパック,5,1,0,3,0,0,0,1.000,19,5,,3,0,1,0,0,7,0,0,0,0,0.00,ORIX Buffaloes,
