Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
伊勢　大夢,3.0,0.0,0.0,0.0,0.0,0.0,13.0,3.2,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00,3.10,4.03,0.55,999,84,112,-3.10,0.0%,23.1%,15.4%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
伊藤　将司,1.0,0.0,1.0,0.0,0.0,0.0,18.0,5.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.80,1.90,3.13,0.80,145,54,87,-0.10,0.0%,16.7%,0.0%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
入江　大生,2.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.77,2.80,0.67,999,48,78,-1.77,0.0%,20.0%,0.0%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
公文　克彦,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-2.90,-5.20,0.00,999,-80,-145,2.90,0.0%,100.0%,0.0%,100.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
加治屋　蓮,2.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,6.00,8.10,4.80,1.33,44,231,134,-2.10,7.7%,15.4%,15.4%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
千賀　滉大,2.0,2.0,0.0,0.0,0.0,0.0,53.0,14.0,7.0,1.0,16.0,5.0,1.0,0.0,0.0,3.0,2.0,1.29,2.82,2.72,0.86,204,80,76,-1.53,1.9%,30.2%,9.4%,20.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
和田　毅,1.0,0.0,0.0,0.0,0.0,0.0,18.0,4.1,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,4.15,5.87,4.24,0.92,63,167,118,-1.72,5.6%,11.1%,5.6%,5.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
嘉弥真　新也,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,3.10,4.80,1.00,999,88,134,-3.10,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
増田　達至,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,27.00,3.10,4.80,4.50,10,86,134,23.90,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
大西　広樹,2.0,0.0,0.0,0.0,0.0,0.0,12.0,2.1,3.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.86,3.96,4.80,2.14,73,105,134,-0.10,0.0%,16.7%,16.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
大貫　晋一,1.0,1.0,0.0,0.0,0.0,0.0,20.0,6.1,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-0.05,-0.20,0.32,999,-1,-6,0.05,0.0%,50.0%,0.0%,50.0%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
大関　友久,4.0,0.0,1.0,0.0,0.0,0.0,22.0,5.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,7.20,7.10,5.71,1.40,36,201,159,0.10,4.5%,4.5%,13.6%,-9.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
宇田川　優希,6.0,1.0,0.0,0.0,0.0,0.0,35.0,8.2,3.0,0.0,14.0,6.0,0.0,0.0,1.0,0.0,0.0,0.00,1.95,2.51,1.04,999,56,70,-1.95,0.0%,40.0%,17.1%,22.9%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
宮城　大弥,3.0,2.0,1.0,0.0,0.0,0.0,62.0,15.1,14.0,1.0,17.0,2.0,0.0,0.0,0.0,5.0,5.0,2.93,2.12,2.38,1.04,88,61,66,0.81,1.6%,27.4%,3.2%,24.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
小川　泰弘,3.0,2.0,1.0,0.0,0.0,0.0,74.0,17.2,16.0,0.0,13.0,6.0,1.0,2.0,0.0,4.0,4.0,2.04,2.99,3.85,1.25,138,79,107,-0.95,0.0%,17.6%,8.1%,9.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
小澤　怜史,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.50,3.10,4.80,4.50,21,82,134,10.40,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
山下　輝,1.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,7.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,5.40,6.10,4.38,1.60,52,162,122,-0.70,4.2%,8.3%,4.2%,4.1%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
山岡　泰輔,2.0,0.0,0.0,0.0,0.0,0.0,33.0,8.1,7.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00,2.62,3.89,1.08,999,76,108,-2.62,0.0%,15.2%,6.1%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
山本　由伸,2.0,1.0,1.0,0.0,0.0,0.0,46.0,12.0,9.0,2.0,14.0,1.0,0.0,0.0,0.0,4.0,4.0,3.00,3.19,1.97,0.83,86,92,55,-0.19,4.3%,30.4%,2.2%,28.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
山﨑　康晃,2.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.10,-0.20,0.00,999,3,-6,-0.10,0.0%,50.0%,0.0%,50.0%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
山﨑　福也,2.0,1.0,0.0,0.0,0.0,0.0,36.0,9.0,5.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.00,2.99,3.97,1.11,999,86,111,-2.99,0.0%,22.2%,13.9%,8.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
山﨑　颯一郎,6.0,0.0,0.0,0.0,0.0,0.0,32.0,8.1,6.0,2.0,8.0,2.0,0.0,0.0,0.0,6.0,6.0,6.48,5.02,2.92,0.96,40,145,81,1.46,6.2%,25.0%,6.2%,18.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
岩崎　優,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,7.60,7.30,1.50,999,217,203,-7.60,0.0%,0.0%,25.0%,-25.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
岩貞　祐太,3.0,1.0,0.0,0.0,0.0,0.0,9.0,2.2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.38,2.73,3.69,0.38,77,78,103,0.65,0.0%,22.2%,11.1%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
島本　浩也,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.00,7.10,6.80,2.00,999,203,189,-7.10,0.0%,20.0%,40.0%,-20.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
平良　海馬,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,9.00,-0.90,1.47,3.00,30,-25,41,9.90,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
平野　佳寿,4.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.25,4.35,2.13,1.00,115,125,59,-2.10,6.7%,26.7%,0.0%,26.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
才木　浩人,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.1,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,7.71,9.53,4.80,1.71,34,272,134,-1.82,8.3%,16.7%,16.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
木澤　尚文,5.0,0.0,0.0,0.0,0.0,0.0,22.0,5.1,5.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.00,3.48,4.80,1.31,999,92,134,-3.48,0.0%,9.1%,9.1%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
本田　仁海,4.0,0.0,0.0,0.0,0.0,0.0,21.0,4.2,5.0,0.0,4.0,3.0,0.0,1.0,0.0,3.0,2.0,3.86,3.96,4.32,1.71,67,114,120,-0.10,0.0%,19.0%,14.3%,4.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
本田　圭佑,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,3.10,4.80,1.00,999,86,134,-3.10,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
東浜　巨,1.0,1.0,0.0,0.0,0.0,0.0,20.0,5.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.80,2.50,3.80,1.00,146,71,106,-0.70,0.0%,15.0%,5.0%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
松本　裕樹,3.0,0.0,0.0,0.0,0.0,0.0,7.0,2.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.39,1.94,0.00,999,39,54,-1.39,0.0%,28.6%,0.0%,28.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
板東　湧梧,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.1,8.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,7.71,3.53,4.13,3.43,34,100,115,4.18,0.0%,6.7%,0.0%,6.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
森　唯斗,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,3.10,4.80,0.00,999,88,134,-3.10,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
比嘉　幹貴,5.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,0.85,0.95,0.50,999,24,26,-0.85,0.0%,46.2%,7.7%,38.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
水上　由伸,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,3.10,4.80,1.00,999,86,134,-3.10,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
泉　圭輔,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00,7.60,7.66,2.25,999,216,213,-7.60,0.0%,0.0%,28.6%,-28.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
津森　宥紀,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.39,2.30,0.43,999,39,64,-1.39,0.0%,25.0%,0.0%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
浜地　真澄,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2.2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.00,5.35,6.80,1.50,999,153,189,-5.35,0.0%,0.0%,20.0%,-20.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
清水　昇,8.0,0.0,0.0,0.0,0.0,0.0,34.0,9.0,6.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.00,2.10,3.33,0.78,281,56,93,-1.10,0.0%,17.6%,2.9%,14.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
湯浅　京己,2.0,0.0,0.0,2.0,0.0,0.0,11.0,2.2,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00,2.73,3.89,1.50,999,78,108,-2.73,0.0%,18.2%,9.1%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
濵口　遥大,1.0,0.0,1.0,0.0,0.0,0.0,21.0,5.0,4.0,1.0,5.0,2.0,0.0,0.0,1.0,3.0,3.0,5.40,4.90,3.37,1.20,51,132,94,0.50,4.8%,23.8%,9.5%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
田口　麗斗,5.0,1.0,0.0,0.0,0.0,0.0,20.0,5.2,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.34,2.30,0.71,999,36,64,-1.34,0.0%,25.0%,0.0%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
田嶋　大樹,2.0,0.0,1.0,0.0,0.0,0.0,49.0,10.2,14.0,2.0,7.0,4.0,0.0,0.0,0.0,5.0,3.0,2.53,5.35,4.19,1.69,102,154,117,-2.82,4.1%,14.3%,8.2%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
甲斐野　央,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.00,19.10,7.30,2.00,29,542,203,-10.10,25.0%,0.0%,25.0%,-25.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
石山　泰稚,7.0,0.0,0.0,0.0,0.0,0.0,27.0,6.1,8.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,1.42,0.26,1.47,1.26,198,7,41,1.16,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
石川　柊太,1.0,0.0,1.0,0.0,0.0,0.0,19.0,4.1,4.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,4.15,4.49,5.33,1.85,63,127,148,-0.34,0.0%,15.8%,21.1%,-5.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
石川　雅規,1.0,0.0,1.0,0.0,0.0,0.0,22.0,5.0,2.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.80,4.50,4.80,1.20,156,119,134,-2.70,0.0%,18.2%,18.2%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
竹安　大知,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,9.00,10.10,6.23,3.00,29,291,174,-1.10,0.0%,14.3%,28.6%,-14.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
藤井　皓哉,4.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00,2.60,3.62,1.25,999,74,101,-2.60,0.0%,23.5%,11.8%,11.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
藤浪　晋太郎,1.0,0.0,1.0,0.0,0.0,0.0,15.0,3.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,2.0,6.00,7.77,4.13,1.67,44,222,115,-1.77,6.7%,26.7%,20.0%,6.7%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
西　勇輝,1.0,0.0,1.0,0.0,0.0,0.0,20.0,4.0,5.0,1.0,4.0,3.0,0.0,0.0,0.0,5.0,5.0,11.25,6.60,4.30,2.00,23,188,120,4.65,5.0%,20.0%,15.0%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
西　純矢,3.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,7.0,2.0,5.0,3.0,1.0,0.0,0.0,3.0,3.0,4.50,7.27,4.06,1.67,58,207,113,-2.77,7.4%,18.5%,11.1%,7.4%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
近藤　大亮,3.0,0.0,0.0,0.0,0.0,0.0,13.0,2.2,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,6.75,-0.65,0.95,1.88,38,-19,26,7.40,0.0%,38.5%,0.0%,38.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
阿部　翔太,5.0,1.0,0.0,1.0,0.0,0.0,27.0,5.1,8.0,1.0,5.0,3.0,0.0,0.0,0.0,4.0,4.0,6.75,5.35,4.06,2.06,38,154,113,1.40,3.7%,18.5%,11.1%,7.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
青柳　晃洋,2.0,1.0,1.0,0.0,0.0,0.0,51.0,12.2,7.0,0.0,7.0,5.0,0.0,1.0,0.0,4.0,0.0,0.00,3.42,4.41,0.95,999,98,123,-3.42,0.0%,13.7%,9.8%,3.9%,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
高橋　奎二,2.0,1.0,0.0,0.0,0.0,0.0,46.0,11.0,7.0,0.0,14.0,6.0,0.0,0.0,0.0,3.0,3.0,2.45,2.19,3.06,1.18,115,58,85,0.26,0.0%,30.4%,13.0%,17.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
髙橋　光成,1.0,0.0,1.0,0.0,0.0,0.0,26.0,6.0,6.0,1.0,4.0,3.0,0.0,1.0,0.0,5.0,5.0,7.50,5.94,4.42,1.50,36,164,123,1.56,3.8%,15.4%,11.5%,3.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
黒木　優太,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-0.90,-0.20,1.00,999,-26,-6,0.90,0.0%,50.0%,0.0%,50.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
