     Pitcher  G  W  L  SV  CG  SHO  BF    IP   H  HR  SO  BB  IBB  HB  WP  R  ER     ERA    FIP  kwERA   WHIP ERA+  FIP- kwERA-   Diff    HR%     K%    BB%   K-BB%            Team League
0      サンチェス  1  0  1   0   0    0  27   6.1   6   1   7   2    1   0   0  3   3    4.26   4.15   2.95   1.26   89    97     92   0.11   3.7%  25.9%   7.4%   18.5%  Yomiuri Giants     CL
1   チェン・ウェイン  1  0  1   0   0    0  17   3.1   7   3   1   0    0   0   0  5   5   13.50  14.46   4.21   2.10   27   350    131  -0.96  17.6%   5.9%   0.0%    5.9%   Lotte Marines     PL
2       デラロサ  1  0  0   0   0    0   3   1.0   0   0   0   0    0   0   0  0   0    0.00   3.36   4.80   0.00  999    78    150  -3.36   0.0%   0.0%   0.0%    0.0%  Yomiuri Giants     CL
3       ハーマン  2  0  0   0   0    0   9   2.0   2   0   1   1    1   0   0  1   1    4.50   3.86   4.80   1.50   81    94    150   0.64   0.0%  11.1%  11.1%    0.0%   Lotte Marines     PL
4       ビエイラ  2  0  0   0   0    0  10   2.2   1   0   3   0    0   1   0  0   0    0.00   2.24   1.80   0.38  999    52     56  -2.24   0.0%  30.0%   0.0%   30.0%  Yomiuri Giants     CL
5        ムーア  1  1  0   0   0    0  24   7.0   0   0   5   2    0   0   0  0   0    0.00   2.79   3.55   0.29  999    67    111  -2.79   0.0%  20.8%   8.3%   12.5%  SoftBank Hawks     PL
6       モイネロ  5  2  0   0   0    0  19   5.1   0   0  11   2    0   1   0  0   0    0.00   0.93   0.06   0.38  999    22      2  -0.93   0.0%  57.9%  10.5%   47.4%  SoftBank Hawks     PL
7      中川　皓太  2  0  0   0   0    0   5   1.2   1   0   1   0    0   0   0  0   0    0.00   2.16   2.80   0.60  999    50     87  -2.16   0.0%  20.0%   0.0%   20.0%  Yomiuri Giants     CL
8      今村　信貴  1  0  1   0   0    0  10   1.2   4   1   1   1    0   0   0  4   3   16.20  11.76   4.80   3.00   24   274    150   4.44  10.0%  10.0%  10.0%    0.0%  Yomiuri Giants     CL
9      千賀　滉大  2  1  0   0   0    0  55  14.0  11   1  14   3    0   0   0  3   3    1.93   2.94   2.80   1.00  192    71     87  -1.01   1.8%  25.5%   5.5%   20.0%  SoftBank Hawks     PL
10      和田　毅  1  0  0   0   0    0  10   2.0   3   0   2   1    0   0   0  1   1    4.50   2.86   3.80   2.00   82    69    118   1.64   0.0%  20.0%  10.0%   10.0%  SoftBank Hawks     PL
11     唐川　侑己  2  0  0   0   0    0   6   1.2   2   0   1   0    0   0   0  0   0    0.00   2.16   3.13   1.20  999    52     98  -2.16   0.0%  16.7%   0.0%   16.7%   Lotte Marines     PL
12    嘉弥真　新也  3  0  0   0   0    0   4   1.0   1   0   1   0    0   0   0  1   1    9.00   1.36   2.30   1.00   41    33     72   7.64   0.0%  25.0%   0.0%   25.0%  SoftBank Hawks     PL
13     大江　竜聖  2  0  0   0   0    0   9   1.2   2   0   1   1    0   1   0  0   0    0.00   5.76   4.80   1.80  999   134    150  -5.76   0.0%  11.1%  11.1%    0.0%  Yomiuri Giants     CL
14      大竹　寛  2  0  0   0   0    0   8   1.0   4   0   1   0    0   0   0  2   0    0.00   1.36   3.55   4.00  999    32    111  -1.36   0.0%  12.5%   0.0%   12.5%  Yomiuri Giants     CL
15      小野　郁  1  0  0   0   0    0   2   0.2   0   0   1   0    0   0   0  0   0    0.00   0.36  -0.20   0.00  999     9     -6  -0.36   0.0%  50.0%   0.0%   50.0%   Lotte Marines     PL
16     岩下　大輝  1  0  0   0   0    0   3   1.0   0   0   1   0    0   0   0  0   0    0.00   1.36   1.47   0.00  999    33     46  -1.36   0.0%  33.3%   0.0%   33.3%   Lotte Marines     PL
17      岩嵜　翔  3  0  0   0   0    0   9   3.0   1   0   3   0    0   0   0  0   0    0.00   1.36   1.47   0.33  999    33     46  -1.36   0.0%  33.3%   0.0%   33.3%  SoftBank Hawks     PL
18     戸郷　翔征  3  0  0   0   0    0  21   5.2   2   1   8   3    0   0   0  2   2    3.18   4.42   2.42   0.88  120   103     75  -1.24   4.8%  38.1%  14.3%   23.8%  Yomiuri Giants     CL
19     杉山　一樹  1  0  0   0   0    0   4   1.0   0   0   1   1    0   0   0  0   0    0.00   4.36   4.80   1.00  999   105    150  -4.36   0.0%  25.0%  25.0%    0.0%  SoftBank Hawks     PL
20     東條　大樹  1  0  0   0   0    0   1   0.0   1   0   0   0    0   0   0  0   0     nan    nan   4.80         nan   nan    150          0.0%   0.0%   0.0%    0.0%   Lotte Marines     PL
21      東浜　巨  1  0  0   0   0    0  22   4.0   7   0   4   3    0   1   0  3   3    6.75   4.36   4.35   2.50   55   105    136   2.39   0.0%  18.2%  13.6%    4.6%  SoftBank Hawks     PL
22     松本　裕樹  2  1  0   0   0    0  15   3.2   3   0   5   1    0   0   1  0   0    0.00   1.45   2.13   1.09  999    35     66  -1.45   0.0%  33.3%   6.7%   26.6%  SoftBank Hawks     PL
23      森　唯斗  5  0  0   3   0    0  24   5.0   5   0   6   3    0   1   0  1   1    1.80   3.36   3.55   1.60  206    81    111  -1.56   0.0%  25.0%  12.5%   12.5%  SoftBank Hawks     PL
24      椎野　新  1  0  0   0   0    0   3   1.0   1   0   0   0    0   0   0  0   0    0.00   3.36   4.80   1.00  999    81    150  -3.36   0.0%   0.0%   0.0%    0.0%  SoftBank Hawks     PL
25     澤村　拓一  2  0  1   0   0    0  10   2.0   2   0   0   2    0   0   0  1   1    4.50   6.36   6.80   2.00   81   154    212  -1.86   0.0%   0.0%  20.0%  -20.0%   Lotte Marines     PL
26     田口　麗斗  1  0  0   0   0    0   8   2.0   1   0   1   1    0   0   0  1   1    4.50   3.86   4.80   1.00   85    90    150   0.64   0.0%  12.5%  12.5%    0.0%  Yomiuri Giants     CL
